Unnamed: 0,month,year,naics_Code,kind_of_business,industry,sales,category,total_records
7915,May,2011,Clothing Stores,Clothing stores,Fashion & Accessories,13648.0,Retail,1248
7916,May,2011,Men's Clothing Stores,Men's clothing stores,Fashion & Accessories,677.0,Retail,1248
7917,May,2011,Women's Clothing Stores,Women's clothing stores,Fashion & Accessories,3508.0,Retail,1248
7918,May,2011,Family Clothing Stores,Family clothing stores,Fashion & Accessories,6973.0,Retail,1248
7919,May,2011,Other Clothing Stores,Other clothing stores,Fashion & Accessories,1027.0,Retail,1248
7920,May,2011,Shoe Stores,Shoe stores,Fashion & Accessories,2322.0,Retail,1248
7921,May,2011,Jewelry Stores,Jewelry stores,Fashion & Accessories,2624.0,Retail,1248
7922,May,2011,"Sporting Goods, Hobby, Book & Music Stores","Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,5960.0,Retail,624
7923,May,2011,Sporting Goods Stores,Sporting goods stores,Sports & Recreation,3169.0,Retail,624
7924,May,2011,"Hobby, Toy & Game Stores","Hobby, toy, and game stores",Sports & Recreation,1073.0,Retail,624
7925,May,2011,Book Stores,Book stores,Sports & Recreation,936.0,Retail,624
7926,May,2011,General Merchandise Stores,General merchandise stores,General Merchandise,51435.0,Retail,936
7927,May,2011,Department Stores,Department stores,General Merchandise,14484.0,Retail,936
7928,May,2011,Department Stores (Except Discount),Department stores(excl. discount department stores),General Merchandise,5162.0,Retail,936
7929,May,2011,Discount Department Stores,Discount dept. stores,General Merchandise,9322.0,Retail,936
7930,May,2011,Other General Merchandise Stores,Other general merchandise stores,General Merchandise,36951.0,Retail,936
7931,May,2011,Warehouse Clubs & Supercenters,Warehouse clubs and superstores,Food & Beverage,32353.0,Food,780
7932,May,2011,All Other General Merchandise Stores,All other gen. merchandise stores,General Merchandise,4598.0,Retail,936
7933,May,2011,Miscellaneous Store Retailers,Miscellaneous store retailers,Miscellaneous,9533.0,Retail,468
7934,May,2011,"Office Supplies, Stationery & Gift Stores","Office supplies, stationery, and gift stores",Office Supplies & Gifts,2790.0,Retail,468
7935,May,2011,Office Supplies & Stationery Stores,Office supplies and stationery stores,Office Supplies & Gifts,1368.0,Retail,468
7936,May,2011,"Gift, Novelty & Souvenir Stores","Gift, novelty, and souvenir stores",Office Supplies & Gifts,1422.0,Retail,468
7937,May,2011,Used Merchandise Stores,Used merchandise stores,Miscellaneous,1063.0,Retail,468
7938,May,2011,Nonstore Retailers,Nonstore retailers,Miscellaneous,29127.0,Retail,468
7939,May,2011,Electronic Shopping & Mail-Order Houses,Electronic shopping and mail-order houses,Home Goods & Electronics,23133.0,Retail,1560
7940,May,2011,Fuel Dealers,Fuel dealers,Fuel & Gasoline,2435.0,Retail,312
7941,May,2011,Food Services & Drinking Places,Food services and drinking places,Restaurants & Bars,43020.0,Food,780
7942,May,2011,Drinking Places (Alcoholic Beverages),Drinking places,Restaurants & Bars,1751.0,Food,780
7943,May,2011,Restaurants & Other Eating Places,Restaurants and other eating places,Restaurants & Bars,37165.0,Food,780
7944,May,2011,Full-Service Restaurants,Full service restaurants,Restaurants & Bars,18608.0,Food,780
7945,May,2011,Limited-Service & Snack & Beverage Places,Limited service eating places,Restaurants & Bars,18557.0,Food,780
7946,June,2011,Motor Vehicle & Parts Dealers,Motor vehicle and parts dealers,Automotive,70201.0,Automotive,936
7947,June,2011,Motor Vehicle & Parts Dealers (Combined),Automobile and other motor vehicle dealers,Automotive,62666.0,Automotive,936
7948,June,2011,Automobile Dealers,Automobile dealers,Automotive,57741.0,Automotive,936
7949,June,2011,New Car Dealers,New car dealers,Automotive,51281.0,Automotive,936
7950,June,2011,Used Car Dealers,Used car dealers,Automotive,6460.0,Automotive,936
7951,June,2011,"Auto Parts, Accessories & Tire Stores","Automotive parts, acc., and tire stores",Automotive,7535.0,Automotive,936
7952,June,2011,Furniture & Electronics Stores (Combined),"Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,14913.0,Retail,1560
7953,June,2011,Furniture & Home Furnishings Stores,Furniture and home furnishings stores,Home Goods & Electronics,7039.0,Retail,1560
7954,June,2011,Furniture Stores,Furniture stores,Home Goods & Electronics,3792.0,Retail,1560
7955,June,2011,Home Furnishings Stores,Home furnishings stores,Home Goods & Electronics,3247.0,Retail,1560
7956,June,2011,Floor Covering Stores,Floor covering stores,Home Goods & Electronics,1295.0,Retail,1560
7957,June,2011,All Other Home Furnishings Stores,All other home furnishings stores,Home Goods & Electronics,1869.0,Retail,1560
7958,June,2011,Electronics & Appliance Stores,Electronics and appliance stores,Home Goods & Electronics,7874.0,Retail,1560
7959,June,2011,Household Appliance Stores,Household appliance stores,Home Goods & Electronics,1314.0,Retail,1560
7960,June,2011,Electronics Stores,Electronics stores,Home Goods & Electronics,6560.0,Retail,1560
7961,June,2011,Building Material & Garden Supply Stores,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,27011.0,Retail,624
7962,June,2011,Building Material & Supplies Dealers,Building mat. and supplies dealers,Home Goods & Building Supplies,22556.0,Retail,624
7963,June,2011,Paint & Wallpaper Stores,Paint and wallpaper stores,Home Goods & Building Supplies,853.0,Retail,624
7964,June,2011,Hardware Stores,Hardware stores,Home Goods & Building Supplies,1918.0,Retail,624
7965,June,2011,Food & Beverage Stores,Food and beverage stores,Food & Beverage,51040.0,Food,780
7966,June,2011,Grocery Stores,Grocery stores,Food & Beverage,45883.0,Food,780
7967,June,2011,Supermarkets & Grocery Stores,Supermarkets and other grocery (except convenience) stores,Food & Beverage,43716.0,Food,780
7968,June,2011,"Beer, Wine & Liquor Stores","Beer, wine, and liquor stores",Food & Beverage,3551.0,Food,780
7969,June,2011,Health & Personal Care Stores,Health and personal care stores,Health & Personal Care,22381.0,Retail,312
7970,June,2011,Pharmacies & Drug Stores,Pharmacies and drug stores,Health & Personal Care,19081.0,Retail,312
7971,June,2011,Gasoline Stations,Gasoline stations,Fuel & Gasoline,47514.0,Retail,312
7972,June,2011,Clothing & Clothing Accessories Stores,Clothing and clothing access. stores,Fashion & Accessories,17783.0,Retail,1248
7973,June,2011,Clothing Stores,Clothing stores,Fashion & Accessories,13271.0,Retail,1248
7974,June,2011,Men's Clothing Stores,Men's clothing stores,Fashion & Accessories,661.0,Retail,1248
7975,June,2011,Women's Clothing Stores,Women's clothing stores,Fashion & Accessories,3285.0,Retail,1248
7976,June,2011,Family Clothing Stores,Family clothing stores,Fashion & Accessories,6797.0,Retail,1248
7977,June,2011,Other Clothing Stores,Other clothing stores,Fashion & Accessories,1070.0,Retail,1248
7978,June,2011,Shoe Stores,Shoe stores,Fashion & Accessories,2243.0,Retail,1248
7979,June,2011,Jewelry Stores,Jewelry stores,Fashion & Accessories,2093.0,Retail,1248
7980,June,2011,"Sporting Goods, Hobby, Book & Music Stores","Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,6256.0,Retail,624
7981,June,2011,Sporting Goods Stores,Sporting goods stores,Sports & Recreation,3505.0,Retail,624
7982,June,2011,"Hobby, Toy & Game Stores","Hobby, toy, and game stores",Sports & Recreation,1069.0,Retail,624
7983,June,2011,Book Stores,Book stores,Sports & Recreation,902.0,Retail,624
7984,June,2011,General Merchandise Stores,General merchandise stores,General Merchandise,50906.0,Retail,936
7985,June,2011,Department Stores,Department stores,General Merchandise,14719.0,Retail,936
7986,June,2011,Department Stores (Except Discount),Department stores(excl. discount department stores),General Merchandise,5174.0,Retail,936
7987,June,2011,Discount Department Stores,Discount dept. stores,General Merchandise,9545.0,Retail,936
7988,June,2011,Other General Merchandise Stores,Other general merchandise stores,General Merchandise,36187.0,Retail,936
7989,June,2011,Warehouse Clubs & Supercenters,Warehouse clubs and superstores,Food & Beverage,31560.0,Food,780
7990,June,2011,All Other General Merchandise Stores,All other gen. merchandise stores,General Merchandise,4627.0,Retail,936
7991,June,2011,Miscellaneous Store Retailers,Miscellaneous store retailers,Miscellaneous,9482.0,Retail,468
7992,June,2011,"Office Supplies, Stationery & Gift Stores","Office supplies, stationery, and gift stores",Office Supplies & Gifts,2630.0,Retail,468
7993,June,2011,Office Supplies & Stationery Stores,Office supplies and stationery stores,Office Supplies & Gifts,1301.0,Retail,468
7994,June,2011,"Gift, Novelty & Souvenir Stores","Gift, novelty, and souvenir stores",Office Supplies & Gifts,1329.0,Retail,468
7995,June,2011,Used Merchandise Stores,Used merchandise stores,Miscellaneous,1004.0,Retail,468
7996,June,2011,Nonstore Retailers,Nonstore retailers,Miscellaneous,29133.0,Retail,468
7997,June,2011,Electronic Shopping & Mail-Order Houses,Electronic shopping and mail-order houses,Home Goods & Electronics,23110.0,Retail,1560
7998,June,2011,Fuel Dealers,Fuel dealers,Fuel & Gasoline,2269.0,Retail,312
7999,June,2011,Food Services & Drinking Places,Food services and drinking places,Restaurants & Bars,42080.0,Food,780
8000,June,2011,Drinking Places (Alcoholic Beverages),Drinking places,Restaurants & Bars,1720.0,Food,780
8001,June,2011,Restaurants & Other Eating Places,Restaurants and other eating places,Restaurants & Bars,36409.0,Food,780
8002,June,2011,Full-Service Restaurants,Full service restaurants,Restaurants & Bars,18058.0,Food,780
8003,June,2011,Limited-Service & Snack & Beverage Places,Limited service eating places,Restaurants & Bars,18351.0,Food,780
8004,July,2011,Motor Vehicle & Parts Dealers,Motor vehicle and parts dealers,Automotive,69178.0,Automotive,936
8005,July,2011,Motor Vehicle & Parts Dealers (Combined),Automobile and other motor vehicle dealers,Automotive,62092.0,Automotive,936
8006,July,2011,Automobile Dealers,Automobile dealers,Automotive,57556.0,Automotive,936
8007,July,2011,New Car Dealers,New car dealers,Automotive,51208.0,Automotive,936
8008,July,2011,Used Car Dealers,Used car dealers,Automotive,6348.0,Automotive,936
8009,July,2011,"Auto Parts, Accessories & Tire Stores","Automotive parts, acc., and tire stores",Automotive,7086.0,Automotive,936
8010,July,2011,Furniture & Electronics Stores (Combined),"Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,15276.0,Retail,1560
8011,July,2011,Furniture & Home Furnishings Stores,Furniture and home furnishings stores,Home Goods & Electronics,7241.0,Retail,1560
8012,July,2011,Furniture Stores,Furniture stores,Home Goods & Electronics,4002.0,Retail,1560
8013,July,2011,Home Furnishings Stores,Home furnishings stores,Home Goods & Electronics,3239.0,Retail,1560
8014,July,2011,Floor Covering Stores,Floor covering stores,Home Goods & Electronics,1271.0,Retail,1560
8015,July,2011,All Other Home Furnishings Stores,All other home furnishings stores,Home Goods & Electronics,1886.0,Retail,1560
8016,July,2011,Electronics & Appliance Stores,Electronics and appliance stores,Home Goods & Electronics,8035.0,Retail,1560
8017,July,2011,Household Appliance Stores,Household appliance stores,Home Goods & Electronics,1334.0,Retail,1560
8018,July,2011,Electronics Stores,Electronics stores,Home Goods & Electronics,6701.0,Retail,1560
8019,July,2011,Building Material & Garden Supply Stores,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,23528.0,Retail,624
8020,July,2011,Building Material & Supplies Dealers,Building mat. and supplies dealers,Home Goods & Building Supplies,20828.0,Retail,624
8021,July,2011,Paint & Wallpaper Stores,Paint and wallpaper stores,Home Goods & Building Supplies,801.0,Retail,624
8022,July,2011,Hardware Stores,Hardware stores,Home Goods & Building Supplies,1759.0,Retail,624
8023,July,2011,Food & Beverage Stores,Food and beverage stores,Food & Beverage,52522.0,Food,780
8024,July,2011,Grocery Stores,Grocery stores,Food & Beverage,47171.0,Food,780
8025,July,2011,Supermarkets & Grocery Stores,Supermarkets and other grocery (except convenience) stores,Food & Beverage,44937.0,Food,780
8026,July,2011,"Beer, Wine & Liquor Stores","Beer, wine, and liquor stores",Food & Beverage,3740.0,Food,780
8027,July,2011,Health & Personal Care Stores,Health and personal care stores,Health & Personal Care,21864.0,Retail,312
8028,July,2011,Pharmacies & Drug Stores,Pharmacies and drug stores,Health & Personal Care,18541.0,Retail,312
8029,July,2011,Gasoline Stations,Gasoline stations,Fuel & Gasoline,48200.0,Retail,312
8030,July,2011,Clothing & Clothing Accessories Stores,Clothing and clothing access. stores,Fashion & Accessories,17937.0,Retail,1248
8031,July,2011,Clothing Stores,Clothing stores,Fashion & Accessories,13415.0,Retail,1248
8032,July,2011,Men's Clothing Stores,Men's clothing stores,Fashion & Accessories,587.0,Retail,1248
8033,July,2011,Women's Clothing Stores,Women's clothing stores,Fashion & Accessories,3060.0,Retail,1248
8034,July,2011,Family Clothing Stores,Family clothing stores,Fashion & Accessories,7213.0,Retail,1248
8035,July,2011,Other Clothing Stores,Other clothing stores,Fashion & Accessories,985.0,Retail,1248
8036,July,2011,Shoe Stores,Shoe stores,Fashion & Accessories,2347.0,Retail,1248
8037,July,2011,Jewelry Stores,Jewelry stores,Fashion & Accessories,1983.0,Retail,1248
8038,July,2011,"Sporting Goods, Hobby, Book & Music Stores","Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,5997.0,Retail,624
8039,July,2011,Sporting Goods Stores,Sporting goods stores,Sports & Recreation,3334.0,Retail,624
8040,July,2011,"Hobby, Toy & Game Stores","Hobby, toy, and game stores",Sports & Recreation,1089.0,Retail,624
8041,July,2011,Book Stores,Book stores,Sports & Recreation,865.0,Retail,624
8042,July,2011,General Merchandise Stores,General merchandise stores,General Merchandise,50660.0,Retail,936
8043,July,2011,Department Stores,Department stores,General Merchandise,13901.0,Retail,936
8044,July,2011,Department Stores (Except Discount),Department stores(excl. discount department stores),General Merchandise,4781.0,Retail,936
8045,July,2011,Discount Department Stores,Discount dept. stores,General Merchandise,9120.0,Retail,936
8046,July,2011,Other General Merchandise Stores,Other general merchandise stores,General Merchandise,36759.0,Retail,936
8047,July,2011,Warehouse Clubs & Supercenters,Warehouse clubs and superstores,Food & Beverage,32369.0,Food,780
8048,July,2011,All Other General Merchandise Stores,All other gen. merchandise stores,General Merchandise,4390.0,Retail,936
8049,July,2011,Miscellaneous Store Retailers,Miscellaneous store retailers,Miscellaneous,9133.0,Retail,468
8050,July,2011,"Office Supplies, Stationery & Gift Stores","Office supplies, stationery, and gift stores",Office Supplies & Gifts,2615.0,Retail,468
8051,July,2011,Office Supplies & Stationery Stores,Office supplies and stationery stores,Office Supplies & Gifts,1345.0,Retail,468
8052,July,2011,"Gift, Novelty & Souvenir Stores","Gift, novelty, and souvenir stores",Office Supplies & Gifts,1270.0,Retail,468
8053,July,2011,Used Merchandise Stores,Used merchandise stores,Miscellaneous,1009.0,Retail,468
8054,July,2011,Nonstore Retailers,Nonstore retailers,Miscellaneous,27086.0,Retail,468
8055,July,2011,Electronic Shopping & Mail-Order Houses,Electronic shopping and mail-order houses,Home Goods & Electronics,21664.0,Retail,1560
8056,July,2011,Fuel Dealers,Fuel dealers,Fuel & Gasoline,2086.0,Retail,312
8057,July,2011,Food Services & Drinking Places,Food services and drinking places,Restaurants & Bars,43301.0,Food,780
8058,July,2011,Drinking Places (Alcoholic Beverages),Drinking places,Restaurants & Bars,1829.0,Food,780
8059,July,2011,Restaurants & Other Eating Places,Restaurants and other eating places,Restaurants & Bars,37789.0,Food,780
8060,July,2011,Full-Service Restaurants,Full service restaurants,Restaurants & Bars,18897.0,Food,780
8061,July,2011,Limited-Service & Snack & Beverage Places,Limited service eating places,Restaurants & Bars,18892.0,Food,780
8062,August,2011,Motor Vehicle & Parts Dealers,Motor vehicle and parts dealers,Automotive,71295.0,Automotive,936
8063,August,2011,Motor Vehicle & Parts Dealers (Combined),Automobile and other motor vehicle dealers,Automotive,63556.0,Automotive,936
8064,August,2011,Automobile Dealers,Automobile dealers,Automotive,59357.0,Automotive,936
8065,August,2011,New Car Dealers,New car dealers,Automotive,52919.0,Automotive,936
8066,August,2011,Used Car Dealers,Used car dealers,Automotive,6438.0,Automotive,936
8067,August,2011,"Auto Parts, Accessories & Tire Stores","Automotive parts, acc., and tire stores",Automotive,7739.0,Automotive,936
8068,August,2011,Furniture & Electronics Stores (Combined),"Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,16145.0,Retail,1560
8069,August,2011,Furniture & Home Furnishings Stores,Furniture and home furnishings stores,Home Goods & Electronics,7685.0,Retail,1560
8070,August,2011,Furniture Stores,Furniture stores,Home Goods & Electronics,4132.0,Retail,1560
8071,August,2011,Home Furnishings Stores,Home furnishings stores,Home Goods & Electronics,3553.0,Retail,1560
8072,August,2011,Floor Covering Stores,Floor covering stores,Home Goods & Electronics,1472.0,Retail,1560
8073,August,2011,All Other Home Furnishings Stores,All other home furnishings stores,Home Goods & Electronics,1989.0,Retail,1560
8074,August,2011,Electronics & Appliance Stores,Electronics and appliance stores,Home Goods & Electronics,8460.0,Retail,1560
8075,August,2011,Household Appliance Stores,Household appliance stores,Home Goods & Electronics,1360.0,Retail,1560
8076,August,2011,Electronics Stores,Electronics stores,Home Goods & Electronics,7100.0,Retail,1560
8077,August,2011,Building Material & Garden Supply Stores,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,23730.0,Retail,624
8078,August,2011,Building Material & Supplies Dealers,Building mat. and supplies dealers,Home Goods & Building Supplies,21167.0,Retail,624
8079,August,2011,Paint & Wallpaper Stores,Paint and wallpaper stores,Home Goods & Building Supplies,862.0,Retail,624
8080,August,2011,Hardware Stores,Hardware stores,Home Goods & Building Supplies,1779.0,Retail,624
8081,August,2011,Food & Beverage Stores,Food and beverage stores,Food & Beverage,51575.0,Food,780
8082,August,2011,Grocery Stores,Grocery stores,Food & Beverage,46448.0,Food,780
8083,August,2011,Supermarkets & Grocery Stores,Supermarkets and other grocery (except convenience) stores,Food & Beverage,44275.0,Food,780
8084,August,2011,"Beer, Wine & Liquor Stores","Beer, wine, and liquor stores",Food & Beverage,3576.0,Food,780
8085,August,2011,Health & Personal Care Stores,Health and personal care stores,Health & Personal Care,22982.0,Retail,312
8086,August,2011,Pharmacies & Drug Stores,Pharmacies and drug stores,Health & Personal Care,19481.0,Retail,312
8087,August,2011,Gasoline Stations,Gasoline stations,Fuel & Gasoline,48320.0,Retail,312
8088,August,2011,Clothing & Clothing Accessories Stores,Clothing and clothing access. stores,Fashion & Accessories,19263.0,Retail,1248
8089,August,2011,Clothing Stores,Clothing stores,Fashion & Accessories,13889.0,Retail,1248
8090,August,2011,Men's Clothing Stores,Men's clothing stores,Fashion & Accessories,549.0,Retail,1248
8091,August,2011,Women's Clothing Stores,Women's clothing stores,Fashion & Accessories,3027.0,Retail,1248
8092,August,2011,Family Clothing Stores,Family clothing stores,Fashion & Accessories,7649.0,Retail,1248
8093,August,2011,Other Clothing Stores,Other clothing stores,Fashion & Accessories,1001.0,Retail,1248
8094,August,2011,Shoe Stores,Shoe stores,Fashion & Accessories,3022.0,Retail,1248
8095,August,2011,Jewelry Stores,Jewelry stores,Fashion & Accessories,2179.0,Retail,1248
8096,August,2011,"Sporting Goods, Hobby, Book & Music Stores","Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,7627.0,Retail,624
8097,August,2011,Sporting Goods Stores,Sporting goods stores,Sports & Recreation,3623.0,Retail,624
8098,August,2011,"Hobby, Toy & Game Stores","Hobby, toy, and game stores",Sports & Recreation,1074.0,Retail,624
8099,August,2011,Book Stores,Book stores,Sports & Recreation,2142.0,Retail,624
8100,August,2011,General Merchandise Stores,General merchandise stores,General Merchandise,51266.0,Retail,936
8101,August,2011,Department Stores,Department stores,General Merchandise,14675.0,Retail,936
8102,August,2011,Department Stores (Except Discount),Department stores(excl. discount department stores),General Merchandise,4976.0,Retail,936
8103,August,2011,Discount Department Stores,Discount dept. stores,General Merchandise,9699.0,Retail,936
8104,August,2011,Other General Merchandise Stores,Other general merchandise stores,General Merchandise,36591.0,Retail,936
8105,August,2011,Warehouse Clubs & Supercenters,Warehouse clubs and superstores,Food & Beverage,32240.0,Food,780
8106,August,2011,All Other General Merchandise Stores,All other gen. merchandise stores,General Merchandise,4351.0,Retail,936
8107,August,2011,Miscellaneous Store Retailers,Miscellaneous store retailers,Miscellaneous,9604.0,Retail,468
8108,August,2011,"Office Supplies, Stationery & Gift Stores","Office supplies, stationery, and gift stores",Office Supplies & Gifts,3115.0,Retail,468
8109,August,2011,Office Supplies & Stationery Stores,Office supplies and stationery stores,Office Supplies & Gifts,1912.0,Retail,468
8110,August,2011,"Gift, Novelty & Souvenir Stores","Gift, novelty, and souvenir stores",Office Supplies & Gifts,1203.0,Retail,468
8111,August,2011,Used Merchandise Stores,Used merchandise stores,Miscellaneous,1210.0,Retail,468
8112,August,2011,Nonstore Retailers,Nonstore retailers,Miscellaneous,30417.0,Retail,468
8113,August,2011,Electronic Shopping & Mail-Order Houses,Electronic shopping and mail-order houses,Home Goods & Electronics,24422.0,Retail,1560
8114,August,2011,Fuel Dealers,Fuel dealers,Fuel & Gasoline,2366.0,Retail,312
8115,August,2011,Food Services & Drinking Places,Food services and drinking places,Restaurants & Bars,42385.0,Food,780
8116,August,2011,Drinking Places (Alcoholic Beverages),Drinking places,Restaurants & Bars,1717.0,Food,780
8117,August,2011,Restaurants & Other Eating Places,Restaurants and other eating places,Restaurants & Bars,36986.0,Food,780
8118,August,2011,Full-Service Restaurants,Full service restaurants,Restaurants & Bars,18311.0,Food,780
8119,August,2011,Limited-Service & Snack & Beverage Places,Limited service eating places,Restaurants & Bars,18675.0,Food,780
8120,September,2011,Motor Vehicle & Parts Dealers,Motor vehicle and parts dealers,Automotive,66956.0,Automotive,936
8121,September,2011,Motor Vehicle & Parts Dealers (Combined),Automobile and other motor vehicle dealers,Automotive,59708.0,Automotive,936
8122,September,2011,Automobile Dealers,Automobile dealers,Automotive,56243.0,Automotive,936
8123,September,2011,New Car Dealers,New car dealers,Automotive,50292.0,Automotive,936
8124,September,2011,Used Car Dealers,Used car dealers,Automotive,5951.0,Automotive,936
8125,September,2011,"Auto Parts, Accessories & Tire Stores","Automotive parts, acc., and tire stores",Automotive,7248.0,Automotive,936
8126,September,2011,Furniture & Electronics Stores (Combined),"Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,15221.0,Retail,1560
8127,September,2011,Furniture & Home Furnishings Stores,Furniture and home furnishings stores,Home Goods & Electronics,7450.0,Retail,1560
8128,September,2011,Furniture Stores,Furniture stores,Home Goods & Electronics,4051.0,Retail,1560
8129,September,2011,Home Furnishings Stores,Home furnishings stores,Home Goods & Electronics,3399.0,Retail,1560
8130,September,2011,Floor Covering Stores,Floor covering stores,Home Goods & Electronics,1395.0,Retail,1560
8131,September,2011,All Other Home Furnishings Stores,All other home furnishings stores,Home Goods & Electronics,1907.0,Retail,1560
8132,September,2011,Electronics & Appliance Stores,Electronics and appliance stores,Home Goods & Electronics,7771.0,Retail,1560
8133,September,2011,Household Appliance Stores,Household appliance stores,Home Goods & Electronics,1383.0,Retail,1560
8134,September,2011,Electronics Stores,Electronics stores,Home Goods & Electronics,6388.0,Retail,1560
8135,September,2011,Building Material & Garden Supply Stores,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,22499.0,Retail,624
8136,September,2011,Building Material & Supplies Dealers,Building mat. and supplies dealers,Home Goods & Building Supplies,20054.0,Retail,624
8137,September,2011,Paint & Wallpaper Stores,Paint and wallpaper stores,Home Goods & Building Supplies,791.0,Retail,624
8138,September,2011,Hardware Stores,Hardware stores,Home Goods & Building Supplies,1626.0,Retail,624
8139,September,2011,Food & Beverage Stores,Food and beverage stores,Food & Beverage,49925.0,Food,780
8140,September,2011,Grocery Stores,Grocery stores,Food & Beverage,44877.0,Food,780
8141,September,2011,Supermarkets & Grocery Stores,Supermarkets and other grocery (except convenience) stores,Food & Beverage,42867.0,Food,780
8142,September,2011,"Beer, Wine & Liquor Stores","Beer, wine, and liquor stores",Food & Beverage,3517.0,Food,780
8143,September,2011,Health & Personal Care Stores,Health and personal care stores,Health & Personal Care,22173.0,Retail,312
8144,September,2011,Pharmacies & Drug Stores,Pharmacies and drug stores,Health & Personal Care,18845.0,Retail,312
8145,September,2011,Gasoline Stations,Gasoline stations,Fuel & Gasoline,45443.0,Retail,312
8146,September,2011,Clothing & Clothing Accessories Stores,Clothing and clothing access. stores,Fashion & Accessories,17999.0,Retail,1248
8147,September,2011,Clothing Stores,Clothing stores,Fashion & Accessories,13431.0,Retail,1248
8148,September,2011,Men's Clothing Stores,Men's clothing stores,Fashion & Accessories,643.0,Retail,1248
8149,September,2011,Women's Clothing Stores,Women's clothing stores,Fashion & Accessories,3301.0,Retail,1248
8150,September,2011,Family Clothing Stores,Family clothing stores,Fashion & Accessories,6823.0,Retail,1248
8151,September,2011,Other Clothing Stores,Other clothing stores,Fashion & Accessories,930.0,Retail,1248
8152,September,2011,Shoe Stores,Shoe stores,Fashion & Accessories,2320.0,Retail,1248
8153,September,2011,Jewelry Stores,Jewelry stores,Fashion & Accessories,2081.0,Retail,1248
8154,September,2011,"Sporting Goods, Hobby, Book & Music Stores","Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,6372.0,Retail,624
8155,September,2011,Sporting Goods Stores,Sporting goods stores,Sports & Recreation,3011.0,Retail,624
8156,September,2011,"Hobby, Toy & Game Stores","Hobby, toy, and game stores",Sports & Recreation,1151.0,Retail,624
8157,September,2011,Book Stores,Book stores,Sports & Recreation,1335.0,Retail,624
8158,September,2011,General Merchandise Stores,General merchandise stores,General Merchandise,48238.0,Retail,936
8159,September,2011,Department Stores,Department stores,General Merchandise,13598.0,Retail,936
8160,September,2011,Department Stores (Except Discount),Department stores(excl. discount department stores),General Merchandise,4895.0,Retail,936
8161,September,2011,Discount Department Stores,Discount dept. stores,General Merchandise,8703.0,Retail,936
8162,September,2011,Other General Merchandise Stores,Other general merchandise stores,General Merchandise,34640.0,Retail,936
8163,September,2011,Warehouse Clubs & Supercenters,Warehouse clubs and superstores,Food & Beverage,30322.0,Food,780
8164,September,2011,All Other General Merchandise Stores,All other gen. merchandise stores,General Merchandise,4318.0,Retail,936
8165,September,2011,Miscellaneous Store Retailers,Miscellaneous store retailers,Miscellaneous,9254.0,Retail,468
8166,September,2011,"Office Supplies, Stationery & Gift Stores","Office supplies, stationery, and gift stores",Office Supplies & Gifts,2916.0,Retail,468
8167,September,2011,Office Supplies & Stationery Stores,Office supplies and stationery stores,Office Supplies & Gifts,1645.0,Retail,468
8168,September,2011,"Gift, Novelty & Souvenir Stores","Gift, novelty, and souvenir stores",Office Supplies & Gifts,1271.0,Retail,468
8169,September,2011,Used Merchandise Stores,Used merchandise stores,Miscellaneous,1115.0,Retail,468
8170,September,2011,Nonstore Retailers,Nonstore retailers,Miscellaneous,29562.0,Retail,468
8171,September,2011,Electronic Shopping & Mail-Order Houses,Electronic shopping and mail-order houses,Home Goods & Electronics,23446.0,Retail,1560
8172,September,2011,Fuel Dealers,Fuel dealers,Fuel & Gasoline,2595.0,Retail,312
8173,September,2011,Food Services & Drinking Places,Food services and drinking places,Restaurants & Bars,41383.0,Food,780
8174,September,2011,Drinking Places (Alcoholic Beverages),Drinking places,Restaurants & Bars,1721.0,Food,780
8175,September,2011,Restaurants & Other Eating Places,Restaurants and other eating places,Restaurants & Bars,35130.0,Food,780
8176,September,2011,Full-Service Restaurants,Full service restaurants,Restaurants & Bars,17502.0,Food,780
8177,September,2011,Limited-Service & Snack & Beverage Places,Limited service eating places,Restaurants & Bars,17628.0,Food,780
8178,October,2011,Motor Vehicle & Parts Dealers,Motor vehicle and parts dealers,Automotive,65913.0,Automotive,936
8179,October,2011,Motor Vehicle & Parts Dealers (Combined),Automobile and other motor vehicle dealers,Automotive,58769.0,Automotive,936
8180,October,2011,Automobile Dealers,Automobile dealers,Automotive,55583.0,Automotive,936
8181,October,2011,New Car Dealers,New car dealers,Automotive,49873.0,Automotive,936
8182,October,2011,Used Car Dealers,Used car dealers,Automotive,5710.0,Automotive,936
8183,October,2011,"Auto Parts, Accessories & Tire Stores","Automotive parts, acc., and tire stores",Automotive,7144.0,Automotive,936
